longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
EconLit with Full Text,eoh,0927263,Chernobyl's Subclinical Legacy: Prenatal Exposure to Radioactive Fallout and School Outcomes in Sweden,"Japanese atomic bomb survivors irradiated 8-25 weeks after ovulation subsequently suffered reduced IQ [Otake and Schull, 1998]. Whether these findings generalize to low doses (less than 10 mGy) has not been established. This paper exploits the natural experiment generated by the Chernobyl nuclear accident in April 1986, which caused a spike in radiation levels in Sweden. In a comprehensive data set of 562,637 Swedes born 1983-1988, we find the cohort in utero during the Chernobyl accident had worse school outcomes than adjacent birth cohorts, and this deterioration was largest for those exposed approximately 8-25 weeks post conception. Moreover, we find larger damage among students born in regions that received more fallout: students from the eight most affected municipalities were 3.6 percentage points less likely to qualify to high school as a result of the fallout. Our findings suggest that fetal exposure to ionizing radiation damages cognitive ability at radiation levels previously considered safe.",20070101,"Almond, Douglas ; Edlund, Lena ; Palme, Marten",Working Paper,Working Paper,2007,,Chernobyl's Subclinical Legacy: Prenatal Exposure to Radioactive Fallout and School Outcomes in Sweden,Health: Government Policy; Regulation; Public Health ; Education and Research Institutions: General ; Energy: Government Policy ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Human Capital; Skills; Occupational Choice; Labor Productivity,GEN,,,,,,,,eng,"National Bureau of Economic Research, Inc, NBER Working Papers: 13347",,,,,,,,,,https://research.ebsco.com/plink/ba6b299b-c213-3ed8-aca7-919694c7dd2c,,,,
EconLit with Full Text,eoh,1587044,Unemployment and Environmental Regulation in General Equilibrium,"This paper analyzes the effects of environmental policy on employment (and unemployment) using a new general-equilibrium two-sector search model. We find that imposing a pollution tax causes substantial reductions in employment in the regulated (polluting) industry, but this is offset by increased employment in the unregulated (nonpolluting) sector. Thus the policy causes a substantial shift in employment between industries, but the net effect on overall employment (and unemployment) is small, even in the short run. An environmental performance standard causes a substantially smaller sectoral shift in employment than the emissions tax, with roughly similar net effects. The effects on the unregulated industry suggest that empirical studies of environmental regulation that focus only on regulated firms can be misleading (and those that use nonregulated firms as controls for regulated firms will be even more misleading). The paper's results also suggest that overall effects on employment are not a major issue for environmental policy, and that policymakers who want to minimize sectoral shifts in employment might prefer performance standards over environmental taxes.",20160101,"Hafstead III, Marc A. C. ; Williams, Roberton C.",Working Paper,Working Paper,2016,,Unemployment and Environmental Regulation in General Equilibrium,"Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Taxation and Subsidies: Externalities; Redistributive Effects; Environmental Taxes and Subsidies ; Unemployment: Models, Duration, Incidence, and Job Search ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Environmental Economics: Government Policy",GEN,,,,,,,,eng,"National Bureau of Economic Research, Inc, NBER Working Papers: 22269",,,,,,,,,,https://research.ebsco.com/plink/6f1a07c3-0048-3433-a0cb-48f76d87ecd7,,,,
EconLit with Full Text,eoh,1061480,Emissions Trends and Labour Productivity Dynamics Sector Analyses of De-coupling/Recoupling on a 1990-2005 Namea,"This paper provides new empirical evidence on Environmental Kuznets Curves (EKC) for greenhouse gases (GHGs) and air pollutants at sector level. A panel dataset based on the Italian NAMEA over 1990-2005 is analysed, focusing on both emission efficiency (EKC model) and total emissions (IPAT model). Results show that looking at sector evidence, both decoupling and also eventually re-coupling trends could emerge along the path of economic development. CH4 is moderately decreasing in recent years, but being a minor gas compared to CO2, the overall performance on GHGs is not compliant with Kyoto targets, which do not appear to have generated a structural break in the dynamics at least for GHGs. SOx and NOx show decreasing patterns, though the shape is affected by some outlier sectors with regard to joint emission-productivity dynamics, and for SOx exogenous innovation and policy related factors may be the main driving force behind observed reductions. Services tend to present stronger delinking patterns across emissions. Trade expansion validates the pollution haven in some cases, but also show negative signs when only EU15 trade is considered: this may due to technology spillovers and a positive 'race to the top' rather than the bottom among EU15 trade partners (Italy and Germany as the main exporters and trade partner in the EU). Finally, general R&D expenditure show weak correlation with emissions efficiency. EKC and IPAT derived models provide similar conclusions overall; the emission-labour elasticity estimated in the latter is generally different from 1, suggesting that in most cases, and for both services and industry, a scenario characterised by emissions saving technological dynamics. Further research should be directed towards deeper investigation of trade relationship at sector level, increased research into and efforts to produce specific sectoral data on 'environmental innovations', and to verifying the value of heterogeneous panel models capturing sector heterogeneity.",20090101,"Marin, Giovanni ; Mazzanti, Massimiliano",Working Paper,Working Paper,2009,,Emissions Trends and Labour Productivity Dynamics Sector Analyses of De-coupling/Recoupling on a 1990-2005 Namea,Single Equation Models; Single Variables: Panel Data Models; Spatio-temporal Models ; Economic Growth and Aggregate Productivity: General ; Environmental Economics: Technological Innovation ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth,GEN,,,,,,,,eng,"Fondazione Eni Enrico Mattei, Working Papers: 2009.50",,,,,,,,,,https://research.ebsco.com/plink/2e6e4628-7608-3858-a85d-ee7c18b3f22c,,,,
EconLit with Full Text,eoh,1679346,Reviving productive investment in Estonia,"Since the crisis, Estonia has experienced one of the most pronounced declines in the ratio of non-residential investment to GDP in the OECD. In addition, investment in intangible capital has remained well below OECD standards, partly explaining the low innovative capacities of typical Estonian firms. Uncertainty created by regional geopolitical tensions has played a role but poor investment performance stems from domestic factors too, such as a normalisation after the boom years, the lack of adequate skills and insufficient incentives for risk-taking. Improving lifelong learning and maintaining skilled mothers in employment can contribute to reducing shortages in skills needed by investors. Restructuring of insolvent firms should be eased to increase credit recovery and redirect capital to the most productive ones. Developing alternatives to bank funding can support investment in small and innovative firms. While there is room to improve the quality of infrastructure further, selection and prioritisation of projects should improve. Incentives for green investment, in particular to reduce pollution emitted by the oil shale industry and to achieve energy efficiency gains, could be strengthened. This Working Paper relates to the 2017 OECD Economic Survey of Estonia (www.oecd.org/eco/surveys/economic-survey-estonia.htm).",20170101,"Klein, Caroline ; Havrylchyk, Olena ; Casullo, Lorenzo",Working Paper,Working Paper,2017,,Reviving productive investment in Estonia,Investment; Capital; Intangible Capital; Capacity ; Banks; Depository Institutions; Micro Finance Institutions; Mortgages ; Pension Funds; Non-bank Financial Institutions; Financial Instruments; Institutional Investors ; Financial Institutions and Services: Government Policy and Regulation ; Human Capital; Skills; Occupational Choice; Labor Productivity ; Economywide Country Studies: Europe ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth,GEN,,,,,,,,eng,"OECD Publishing, OECD Economics Department Working Papers: 1437",,,,,,,,,,https://research.ebsco.com/plink/534ecf30-e4a1-3dca-acc3-28b028ea0c18,,,,
EconLit with Full Text,eoh,0668221,Essays in Dynamic Macroeconomics with Frictions,"Market frictions appear in many areas and it is usually considered as the explanations of the phenomenon. Thus, it would be interesting to have an insightful look on the effect of market frictions. In my dissertation, I examine the role of market frictions in four particular areas and show that market frictions can influence the size of the liquidity effect, the relationship between growth and pollution, wage inequality among female workers and price dispersion. By allowing for an explicit financial credit sector, chapter one shows that the liquidity effects arising from market frictions create more credit services for both households and firms, and the relative strength of the liquidity effects on the spending by households and firms provides a mechanism to capture not only the direction but also the timing of the cyclical behaviors of both households and business investment. Establishes a growth model where firms and residents can bargain cooperatively to settle environmental concerns. When R&D invested by firms is endogenously determined, the policies creating barriers to firm entry or matching may reduce pollution without hindering growth. The opposing effects of thick-matching versus effective-discounting and pollution-externality cause the decentralized outcome.",20020101,"Chang, Chia-ying",Dissertation,Dissertation,2002,,Essays in Dynamic Macroeconomics with Frictions,Industrial Organization and Macroeconomics: Industrial Structure and Structural Change; Industrial Price Indices ; Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling ; Financial Markets and the Macroeconomy ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Investment; Capital; Intangible Capital; Capacity ; Business Fluctuations; Cycles ; Management of Technological Innovation and R&D,GEN,,,,,,,,eng,Vanderbilt University,,,,,,,,,,https://research.ebsco.com/plink/d0cf564c-2aa0-375e-82ae-4e7067320eaa,,,,
EconLit with Full Text,eoh,1678415,"Three Essays on Offshoring, Technology Adoption, FDI and Trade Agreements","Chapter 1. A Dynamic Model of the Effects of Trade and Environmental Policies on Firms' Offshoring and Clean Technology Adoption Decision This paper develops a dynamic general equilibrium model to analyze firms' joint decisions on production offshoring and clean technology adoptions under the condition of the declined offshoring cost due to changes of trade policies. The firms are assumed to face different labor productivities and environmental regulations between home and offshoring-host country. During their decision processes, both workers' wages and emission levels of related countries are endogenously determined. This model is then calibrated to match the data on manufacturing workers' wages in the U.S. and China's foreign invested enterprises (FIEs), PM2.5 emissions over 1999-2013. This paper tries to quantify the effects of U.S. EPA's PM2.5 regulations and the China-U.S. 1999 Trade Agreements on offshoring, environment and social welfare in both countries. Chapter 2. Determinants of the Likelihood and Levels of Foreign Direct Investment by Source Type in Chinese Manufacturing Firms This paper decomposes FDI in China into two major source types: from foreign countries (such as the U.S., Japan, and EU) and from the outside of mainland China (Hongkong, Macau and Taiwan). Using a large firm-level data in Chinese manufacturing sector over 1999-2007, this paper identifies different investment patterns between these two types of FDI. Results show that foreign investors tend to prefer large-size firms which are located in coastal regions with high lawyer densities. In contrast, Hongkong, Macau and Taiwan investors are more likely to choose firms with high export share which are located in places with high tax incentives. Meanwhile, this paper develops different econometric models to address the simultaneity and other endogeneity issues between firm's FDI level and its output, export and productivity growth. Without considering those endogeneity issues, the estimated effects of factors on probability and levels of receiving FDI in Chinese manufacturing firms would be seriously biased. Chapter 3. The Effects of Dispute Settlement on the Trade Agreements: A Continuous Model This paper is a continuous extension of the pioneer paper Maggi and Staiger (2011) on dispute settlements and trade agreements in two aspects by assuming that both the state space and trade policy space are continuous instead of binary discrete. And the WTO Dispute Settlement Body (DSB) will have the binary ruling--free trade or not--once a dispute is invoked between importing and exporting countries. In the static game, the results are basically a refinement of Maggi and Staiger (2011) such as there is no free trade unless it's the ruling of the WTO DSB and the empty contract will always be dominated by the vague contract. Another contribution of this paper is to find an innovative way to model the strength of the precedent in the dynamic games, i.e., the DSB ruling at a specific state can be automatically applied to its neighboring states. For the cases when disputes will be invoked in the future, the optimal choice of precedent strength is to make the exporter country file complaint whenever there is protection.",20161201,"Meng, Xianwei",Dissertation,Dissertation,December 2016,,"Three Essays on Offshoring, Technology Adoption, FDI and Trade Agreements",Trade Policy; International Trade Organizations ; Trade and Environment ; Contracting Out; Joint Ventures; Technology Licensing ; Industry Studies: Manufacturing: General ; Socialist Systems and Transitional Economies: Factor and Product Markets; Industry Studies; Population ; Environmental Economics: Government Policy,GEN,,,,,,,,eng,University of Wisconsin,,,,,,,,,,https://research.ebsco.com/plink/80ae7dba-3f5e-3cd6-9b74-40906c3caf6f,,,,
EconLit with Full Text,eoh,1494384,Green Skills,"The catchword 'green skills' has been common parlance in policy circles for a while, yet there is little systematic empirical research to guide public intervention for meeting the demand for skills that will be needed to operate and develop green technology. The present paper proposes a data-driven methodology to identify green skills and to gauge the ways in which the demand for these competences responds to environmental regulation. Accordingly, we find that green skills are high-level analytical and technical know-how related to the design, production, management and monitoring of technology. The empirical analysis reveals that environmental regulation triggers technological and organizational changes that increase the demand for hard technical, engineering and scientific skills. Our analysis suggests also that this is not just a compositional change in skill demand due to job losses in sectors highly exposed to trade and regulation.",20150101,"Vona, Francesco ; Marin, Giovanni ; Consoli, Davide ; Popp, David",Working Paper,Working Paper,2015,,Green Skills,Human Capital; Skills; Occupational Choice; Labor Productivity ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects,GEN,,,,,,,,eng,"CESifo Group Munich, CESifo Working Paper Series: 5323",,,,,,,,,,https://research.ebsco.com/plink/9e631c98-389b-3515-a1ce-26d3782c9d45,,,,
EconLit with Full Text,eoh,1495867,Green Skills,"The catchword 'green skills' has been common parlance in policy circles for a while, yet there is little systematic empirical research to guide public intervention for meeting the demand for skills that will be needed to operate and develop green technology. The present paper proposes a data-driven methodology to identify green skills and to gauge the ways in which the demand for these competences responds to environmental regulation. Accordingly, we find that green skills are high-level analytical and technical know-how related to the design, production, management and monitoring of technology. The empirical analysis reveals that environmental regulation triggers technological and organizational changes that increase the demand for hard technical, engineering and scientific skills. Our analysis suggests also that this is not just a compositional change in skill demand due to job losses in sectors highly exposed to trade and regulation.",20150101,"Vona, Francesco ; Marin, Giovanni ; Consoli, Davide ; Popp, David",Working Paper,Working Paper,2015,,Green Skills,Human Capital; Skills; Occupational Choice; Labor Productivity ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects,GEN,,,,,,,,eng,"National Bureau of Economic Research, Inc, NBER Working Papers: 21116",,,,,,,,,,https://research.ebsco.com/plink/4103c5cb-2194-318e-80b9-f7f58bd13229,,,,
EconLit with Full Text,eoh,1549507,Green Skills,"While policymakers talk of 'green skills', there is little systematic empirical research on the demand for skills that will be needed to operate and develop green technology. We propose a data-driven methodology to identify green skills and to gauge the ways in which the demand for these competences respond to environmental regulation. We find that green skills are high-level analytical and technical know-how related to the design, production, management and monitoring of technology. Environmental regulation triggers technological and organizational changes that increase the demand for these skills. Our analysis suggests also that this is not just a compositional change in skill demand due to job losses in sectors highly exposed to trade and regulation.",20150101,"Vona, Francesco ; Marin, Giovanni ; Consoli, Davide ; Popp, David",Working Paper,Working Paper,2015,,Green Skills,Human Capital; Skills; Occupational Choice; Labor Productivity ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects,GEN,,,,,,,,eng,"Fondazione Eni Enrico Mattei, Working Papers: 2015.72",,,,,,,,,,https://research.ebsco.com/plink/8992cf82-e275-3c95-a35c-128d3c0fd606,,,,
EconLit with Full Text,eoh,1480702,Better Harnessing Talent and Knowledge to Boost Sustainable Medium-term Growth in Spain,"Structural transformation towards a more knowledge-based economy will strengthen Spain's medium-term growth prospects. To deal with long standing impediments to higher growth the government has a substantial structural reform programme touching on education, the labour market and the business environment. Areas of particular weakness to be tackled include the high number of poorly qualified long-term unemployed, skills mismatches and a high school drop-out rate, and insufficient innovation. Spain has done well in reducing the carbon emissions intensity of GDP growth but will need to do more to meet future targets and manage its scarce water resources. The resolution of acute banking and fiscal problems, and the cyclical upswing, provide a more solid platform for sustained growth. Raising trend growth will boost job creation, which is the most effective antidote to the strong rise in poverty and inequality that accompanied the sharp deterioration in the labour market during the crisis.",20140101,"Haugh, David ; Westmore, Ben",Working Paper,Working Paper,2014,,Better Harnessing Talent and Knowledge to Boost Sustainable Medium-term Growth in Spain,"General Aggregative Models: Forecasting and Simulation: Models and Applications ; Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity ; Higher Education; Research Institutions ; Education: Government Policy ; Fertility; Family Planning; Child Care; Children; Youth ; Labor Force and Employment, Size, and Structure ; Dispute Resolution: Strikes, Arbitration, and Mediation; Collective Bargaining ; Geographic Labor Mobility; Immigrant Workers ; Unemployment Insurance; Severance Pay; Plant Closings ; Innovation and Invention: Processes and Incentives ; Technological Change: Government Policy ; Economic Growth and Aggregate Productivity: General ; Pollution Control Adoption and Costs; Distributional Effects; Employment Effects ; Environmental Economics: Government Policy",GEN,,,,,,,,eng,"OECD Publishing, OECD Economics Department Working Papers: 1172",,,,,,,,,,https://research.ebsco.com/plink/3bcb9134-6129-332a-bfa5-c87b7e872126,,,,
EconLit with Full Text,eoh,1404838,Three Essays on Development Economics and Environmental Economics,"This thesis consists of three independent essays on the fields of development economics and environmental economics. The first two papers use the same theoretical model to explain different issues in developing countries. The third paper studies the effects of population growth on the Environmental Kuznets Curve provided it exists. China's internal migration plays an important role in explaining its recent economic success. The first paper constructs a model of labor migration, focusing on the role of selection effects in determining labor market outcomes, and then calibrates it to quantify the effects of China's labor market reforms on its outputs and inequality. I show that the removal of internal migration restrictions benefits the economy as a whole, while exacerbating inequality within both rural and urban areas. The second paper suggests that minimum wage policy may be beneficial for a transitional economy in which labor is migrating from rural areas to urban areas when positive moving costs occur. With a moving cost wedge a modestly binding minimum wage can cause relatively low productivity urban workers to be replaced by higher productivity rural migrants, and therefore increase aggregate output. To achieve the second best outcome, government shall fully compensate the moving costs for the marginal migrant workers who move from the rural industrial sector to the urban subsistence sector and a binding minimum wage shall be imposed on the urban workers but not the migrant workers in the urban industrial sector. The Environmental Kuznets Curve (EKC) hypothesis postulates an inverted U-shaped relationship between economic growth and many local environmental health indicators. By using an overlapping generations (OLG) model, I focus on technological effects, where the properties of the existing pollution abatement technologies could generate the inverted U-shaped EKC and other forms of growth-pollution paths for the less advanced economies. Moreover, I examine the effects of population growth on the shape of the EKC, provided that it exists. Simulations indicate positive population growth raises the height of the EKC at every level of output per worker; thus, putting an extra burden on environment quality. Empirical evidence from China partially supports the results.",20121001,"Fu, Yu",Dissertation,Dissertation,October 2012,,Three Essays on Development Economics and Environmental Economics,"Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products ; Environment and Growth ; Socialist Systems and Transitional Economies: Urban, Rural, and Regional Economics ; Socialist Systems and Transitional Economies: Natural Resources; Energy; Environment ; Environment and Development; Environment and Trade; Sustainability; Environmental Accounts and Accounting; Environmental Equity; Population Growth ; Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics",GEN,,,,,,,,eng,Simon Fraser University,,,,,,,,,,https://research.ebsco.com/plink/d773a015-638c-3d74-956f-ad2b17ea4c81,,,,
