Title,Author,Year,Citation count,Open access,DOI,Abstract
The effect of Beijing's driving restrictions on pollution and economic activity,V. Brian Viard|Shihe Fu,2015,416,NOT Open Access,https://doi.org/10.1016/j.jpubeco.2015.02.003,
Air pollution and defensive expenditures: Evidence from particulate-filtering facemasks,Junjie Zhang|Quan Mu,2017,385,Open Access,https://doi.org/10.1016/j.jeem.2017.07.006,"Individuals take preventive measures to avoid costly air pollution exposure. This paper provides new empirical evidence of pollution avoidance that Chinese urban residents purchase particulate-filtering facemasks to protect against ambient air pollution. The analysis is conducted with detailed and comprehensive data available on daily facemask purchases and air quality that became available only very recently. We find that this transitory air pollution avoidance behavior exhibits dynamics and nonlinearities, with significant increases of facemask purchases during extreme pollution episodes. The daily model shows that a 100-point increase in Air Quality Index (AQI) increases the consumption of all masks by 54.5 percent and anti-PM2.5 masks by 70.6 percent. The estimates from the aggregated model with flexible pollution levels are used to simulate the benefit of air quality improvement. If 10 percent of heavy pollution days (AQI ≥201) were eliminated, the total savings on facemasks alone would be approximately 187 million USD in China. This result suggests that reducing the occurrence of “airpocalypse” events represents a signifi1cant opportunity to improve social welfare. Nevertheless, our estimates are likely only a small part of the benefit of clean air because facemasks can only partially reduce the negative health effects of air pollution and the costs of other avoidance behaviors are not included."
Air Pollution and Manufacturing Firm Productivity: Nationwide Estimates for China,Shihe Fu|V. Brian Viard|Peng Zhang,2021,382,NOT Open Access,https://doi.org/10.1093/ej/ueab033,
Days of haze: Environmental information disclosure and intertemporal avoidance behavior,Joshua Graff Zivin|Matthew Neidell,2009,334,NOT Open Access,https://doi.org/10.1016/j.jeem.2009.03.001,
Something in the Air: Pollution and the Demand for Health Insurance,Tom Chang|Wei Huang|Yong‐Xiang Wang,2018,256,NOT Open Access,https://doi.org/10.1093/restud/rdy016,
Self-protection investment exacerbates air pollution exposure inequality in urban China,Cong Sun|Matthew E. Kahn|Siqi Zheng,2016,235,NOT Open Access,https://doi.org/10.1016/j.ecolecon.2016.06.030,
"Information, Avoidance Behavior, and Health: The Effect of Ozone on Asthma Hospitalizations",Matthew Neidell,2009,220,Open Access,https://doi.org/10.1353/jhr.2009.0018,"This paper assesses whether responses to information about risk impact estimates of the relationship between ozone and asthma in Southern California. Using a regression discontinuity design, I find smog alerts significantly reduces daily attendance at two major outdoor facilities. Using daily time-series regression models that include year-month and small area fixed effects, I find estimates of the effect of ozone for children and the elderly that include information are significantly larger than estimates that do not. These results are consistent with the hypothesis that individuals take substantial action to reduce exposure to risk; estimates ignoring these actions are severely biased."
From Fog to Smog: The Value of Pollution Information,Panle Jia Barwick|Shanjun Li|Liguo Lin|Eric Zou,2024,215,NOT Open Access,https://doi.org/10.1257/aer.20200956,
Willingness to pay for clean air in China,Richard B. Freeman|Wenquan Liang|Ran Song|Christopher Timmins,2019,187,NOT Open Access,https://doi.org/10.1016/j.jeem.2019.01.005,
"Economic status, air quality, and child health: Evidence from inversion episodes",Jenny Jans|Per Johansson|J. Peter Nilsson,2018,183,NOT Open Access,https://doi.org/10.1016/j.jhealeco.2018.08.002,
Does haze cloud decision making? A natural laboratory experiment,Soo Hong Chew|Wei Huang|Xun Li,2020,78,NOT Open Access,https://doi.org/10.1016/j.jebo.2020.12.007,
China's Sex Ratio and Crime: Behavioural Change or Financial Necessity?,Lisa Cameron|Xin Meng|Dandan Zhang,2017,71,NOT Open Access,https://doi.org/10.1111/ecoj.12561,
The value of information disclosure: Evidence from mask consumption in China,Zhenxuan Wang|Junjie Zhang,2023,38,Open Access,https://doi.org/10.1016/j.jeem.2023.102865,"We study the effect of information provision on avoidance behavior, using China’s roll-out of air pollution information as a quasi-natural experiment. With a unique dataset of high-frequency mask purchase transactions, our difference-in-differences estimates show that the provision of air pollution information increases expenditures on PM2.5 respirators by 32%, which is mainly driven by improved information quality and the addition of PM2.5 index. The effect is enhanced by increased attention to pollution alerts and it is more pronounced during heavily polluted days. Our results shed light on the benefits of information provision through inducing avoidance behavior to reduce air pollution exposure."
The Productivity Consequences of Pollution-Induced Migration in China,Gaurav Khanna|Wenquan Liang|Ahmed Mushfiq Mobarak|Ran Song,2025,18,NOT Open Access,https://doi.org/10.1257/app.20220655,
Impact of air pollution on short-term movements: evidence from air travels in China,Shuai Chen|Yuyu Chen|Ziteng Lei|Jie‐Sheng Tan‐Soo,2020,68,NOT Open Access,https://doi.org/10.1093/jeg/lbaa005,
Arsenic Mitigation in Bangladesh: A Household Labor Market Approach,Richard T. Carson|Phoebe Koundouri|Céline Nauges,2010,66,NOT Open Access,https://doi.org/10.1093/ajae/aaq110,
Fetal Origins of Mental Health: Evidence from Africa,Achyuta Adhvaryu|James Fenske|Namrata Kala|Anant Nyshadham,2022,24,Open Access,https://doi.org/10.1086/722536,"Mental health disorders represent a substantial portion of the global disease burden, and the treatment gap is higher in developing countries. Accounting for location and year-of-birth fixed effects and using data on 19 African countries, we find temperature shocks in utero increase depressive symptoms in adulthood. Effects are present for several depressive symptoms and are greatest in younger cohorts."
Does being “left–behind” in childhood lead to criminality in adulthood? Evidence from data on rural-urban migrants and prison inmates in China,Lisa Cameron|Xin Meng|Dandan Zhang,2022,9,NOT Open Access,https://doi.org/10.1016/j.jebo.2022.08.017,
Economic Consequences of the U.S. Convict Labor System,Michael Poyker,2019,9,Open Access,https://doi.org/10.2139/ssrn.3347300,
